1766082976,684314302,id:1 chair,0.64,353,255
1766082976,684314302,id:1 chair,0.64,353,255
1766082976,684314302,id:1 chair,0.64,356,265
1766082976,684314302,id:1 chair,0.64,356,265
1766082976,684314302,id:1 chair,0.64,339,241
1766082976,684314302,id:1 chair,0.64,338,240
1766082976,684314302,id:1 chair,0.64,338,239
1766082976,684314302,id:1 chair,0.64,337,238
1766082976,684314302,id:1 chair,0.64,337,237
1766082976,684314302,id:1 chair,0.64,338,237
1766082976,684314302,id:1 chair,0.64,339,236
1766082976,684314302,id:1 chair,0.64,339,236
1766082976,684314302,id:1 chair,0.64,340,236
1766082976,684314302,id:1 chair,0.64,341,235
1766082976,684314302,id:1 chair,0.64,342,235
1766082976,684314302,id:1 chair,0.64,342,235
1766082976,684314302,id:1 chair,0.64,343,234
1766082976,684314302,id:1 chair,0.64,352,247
1766082976,684314302,id:1 chair,0.64,352,247
1766082976,684314302,id:1 chair,0.64,352,247
1766082976,684314302,id:1 chair,0.64,352,246
1766082976,684314302,id:1 chair,0.64,353,246
1766082976,684314302,id:1 chair,0.64,353,246
1766082976,684314302,id:1 chair,0.64,353,246
1766082976,684314302,id:1 chair,0.64,353,246
1766082976,684314302,id:1 chair,0.64,353,245
1766082976,684314302,id:1 chair,0.64,354,245
1766082976,684314302,id:1 chair,0.64,354,245
1766082976,684314302,id:1 chair,0.64,354,245
1766082976,684314302,id:1 chair,0.64,355,245
1766082976,684314302,id:1 chair,0.64,355,245
1766082976,684314302,id:1 chair,0.64,355,246
1766082976,684314302,id:1 chair,0.64,356,246
1766082976,684314302,id:1 chair,0.64,356,247
1766082976,684314302,id:1 chair,0.64,356,248
1766082976,684314302,id:1 chair,0.64,356,248
1766082976,684314302,id:1 chair,0.64,356,248
1766082976,684314302,id:1 chair,0.64,357,244
1766082976,684314302,id:1 chair,0.64,357,244
1766082976,684314302,id:1 chair,0.64,358,245
1766082976,684314302,id:1 chair,0.64,358,245
1766082976,684314302,id:1 chair,0.64,358,245
1766082976,684314302,id:1 chair,0.64,359,245
1766082976,684314302,id:1 chair,0.64,359,245
1766082976,684314302,id:1 chair,0.64,359,245
1766082976,684314302,id:1 chair,0.64,359,245
1766082976,684314302,id:1 chair,0.64,356,265
1766082976,684314302,id:1 chair,0.64,410,201
1766082976,684314302,id:1 chair,0.64,413,204
1766082976,684314302,id:1 chair,0.64,416,207
1766082976,684314302,id:1 chair,0.64,419,211
1766082976,684314302,id:1 chair,0.64,422,214
1766082976,788615672,id:1 chair,0.54,353,255
1766082976,788615672,id:1 chair,0.54,353,255
1766082976,788615672,id:1 chair,0.54,356,265
1766082976,788615672,id:1 chair,0.54,356,265
1766082976,788615672,id:1 chair,0.54,339,241
1766082976,788615672,id:1 chair,0.54,338,240
1766082976,788615672,id:1 chair,0.54,338,239
1766082976,788615672,id:1 chair,0.54,337,238
1766082976,788615672,id:1 chair,0.54,337,237
1766082976,788615672,id:1 chair,0.54,338,237
1766082976,788615672,id:1 chair,0.54,339,236
1766082976,788615672,id:1 chair,0.54,339,236
1766082976,788615672,id:1 chair,0.54,340,236
1766082976,788615672,id:1 chair,0.54,341,235
1766082976,788615672,id:1 chair,0.54,342,235
1766082976,788615672,id:1 chair,0.54,342,235
1766082976,788615672,id:1 chair,0.54,343,234
1766082976,788615672,id:1 chair,0.54,352,247
1766082976,788615672,id:1 chair,0.54,352,247
1766082976,788615672,id:1 chair,0.54,352,247
1766082976,788615672,id:1 chair,0.54,352,246
1766082976,788615672,id:1 chair,0.54,353,246
1766082976,788615672,id:1 chair,0.54,353,246
1766082976,788615672,id:1 chair,0.54,353,246
1766082976,788615672,id:1 chair,0.54,353,246
1766082976,788615672,id:1 chair,0.54,353,245
1766082976,788615672,id:1 chair,0.54,354,245
1766082976,788615672,id:1 chair,0.54,354,245
1766082976,788615672,id:1 chair,0.54,354,245
1766082976,788615672,id:1 chair,0.54,355,245
1766082976,788615672,id:1 chair,0.54,355,245
1766082976,788615672,id:1 chair,0.54,355,246
1766082976,788615672,id:1 chair,0.54,356,246
1766082976,788615672,id:1 chair,0.54,356,247
1766082976,788615672,id:1 chair,0.54,356,248
